2011-06-27	09:31:36.472684	1	36	15	1.23	
2011-06-27	09:31:36.574325	1	35	16	1.23	
2011-06-27	09:31:36.675967	1	35	17	1.23	
2011-06-27	09:31:36.777608	1	35	18	1.23	
2011-06-27	09:31:36.87925	1	35	19	1.23	
2011-06-27	09:31:36.980891	1	35	20	1.23	
2011-06-27	09:31:37.082533	1	34	21	1.23	
2011-06-27	09:31:37.184174	1	34	22	1.23	
2011-06-27	09:31:37.285816	1	34	23	1.23	
2011-06-27	09:31:37.387457	1	34	24	1.23	
2011-06-27	09:31:37.489099	1	34	25	1.23	
2011-06-27	09:31:37.59074	1	33	26	1.23	
2011-06-27	09:31:37.692382	1	33	27	1.23	
2011-06-27	09:31:37.794023	1	33	28	1.23	
2011-06-27	09:31:37.895665	1	33	29	1.23	
2011-06-27	09:31:37.997306	1	33	30	1.23	
2011-06-27	09:31:38.098948	1	33	31	0.41	
2011-06-27	09:31:38.406403	1	33	32	0.41	
2011-06-27	09:31:38.713858	1	33	33	1.28	
2011-06-27	09:31:38.811404	1	32	34	1.28	
2011-06-27	09:31:38.90895	1	32	35	1.28	
2011-06-27	09:31:39.006496	1	32	36	1.28	
2011-06-27	09:31:39.104042	1	32	37	1.28	
2011-06-27	09:31:39.201588	1	32	38	1.28	
2011-06-27	09:31:39.299133	1	32	39	1.28	
2011-06-27	09:31:39.396679	1	32	40	1.28	
2011-06-27	09:31:39.494225	1	32	41	1.28	
2011-06-27	09:31:39.591771	1	32	42	1.28	
2011-06-27	09:31:39.689317	1	32	43	1.28	
2011-06-27	09:31:39.786863	1	32	44	1.0	
2011-06-27	09:31:39.912184	1	32	45	1.0	
2011-06-27	09:31:40.037505	1	32	46	1.0	
2011-06-27	09:31:40.162826	1	32	47	1.0	
2011-06-27	09:31:40.288146	1	32	48	1.0	
2011-06-27	09:31:40.413467	1	32	49	1.0	
2011-06-27	09:31:40.538788	1	32	50	1.0	
2011-06-27	09:31:40.664109	1	32	51	1.0	
2011-06-27	09:31:40.78943	1	32	52	1.98	
2011-06-27	09:31:40.852423	1	32	53	1.98	
2011-06-27	09:31:40.915416	1	32	54	1.98	
2011-06-27	09:31:40.978409	1	32	55	1.98	
2011-06-27	09:31:41.041402	1	32	56	1.98	
2011-06-27	09:31:41.104395	1	32	57	1.98	
2011-06-27	09:31:41.167388	1	32	58	1.98	
2011-06-27	09:31:41.230381	1	32	59	1.98	
2011-06-27	09:31:41.293374	1	32	60	1.98	
2011-06-27	09:31:41.356367	1	32	61	1.98	
2011-06-27	09:31:41.41936	1	32	62	0.46	1-begin
2011-06-27	09:31:41.692314	1	33	62	0.46	
2011-06-27	09:31:41.965269	1	34	62	0.46	
2011-06-27	09:31:42.238223	1	35	62	0.46	
2011-06-27	09:31:42.511177	1	36	63	0.07	
2011-06-27	09:31:44.379193	1	35	62	0.07	
2011-06-27	09:31:46.24721	1	34	62	0.07	
2011-06-27	09:31:48.115226	1	33	62	0.07	
2011-06-27	09:31:49.983242	1	32	62	0.81	
2011-06-27	09:31:50.137119	1	32	61	0.81	
2011-06-27	09:31:50.290996	1	32	60	0.81	
2011-06-27	09:31:50.444873	1	32	59	0.81	
2011-06-27	09:31:50.59875	1	32	58	0.81	
2011-06-27	09:31:50.752627	1	32	57	0.81	
2011-06-27	09:31:50.906505	1	32	56	0.81	
2011-06-27	09:31:51.060382	1	32	55	0.81	
2011-06-27	09:31:51.214259	1	32	54	0.81	
2011-06-27	09:31:51.368136	1	32	53	0.81	
2011-06-27	09:31:51.522013	1	32	52	1.41	
2011-06-27	09:31:51.610686	1	32	53	1.41	
2011-06-27	09:31:51.699359	1	32	54	1.41	
2011-06-27	09:31:51.788032	1	33	55	1.41	
2011-06-27	09:31:51.876705	1	33	56	1.41	
2011-06-27	09:31:51.965378	1	33	57	1.41	
2011-06-27	09:31:52.054051	1	34	58	1.41	
2011-06-27	09:31:52.142724	1	34	59	1.41	
2011-06-27	09:31:52.231397	1	34	60	1.41	
2011-06-27	09:31:52.32007	1	35	61	1.41	
2011-06-27	09:31:52.408743	1	35	62	1.41	
2011-06-27	09:31:52.497416	1	36	63	0.76	
2011-06-27	09:31:52.662275	1	35	62	0.76	
2011-06-27	09:31:52.827134	1	35	61	0.76	
2011-06-27	09:31:52.991992	1	34	60	0.76	
2011-06-27	09:31:53.156851	1	34	59	0.76	
2011-06-27	09:31:53.32171	1	34	58	0.76	
2011-06-27	09:31:53.486569	1	33	57	0.76	
2011-06-27	09:31:53.651428	1	33	56	0.76	
2011-06-27	09:31:53.816287	1	33	55	0.76	
2011-06-27	09:31:53.981145	1	32	54	0.76	
2011-06-27	09:31:54.146004	1	32	53	0.76	
2011-06-27	09:31:54.310863	1	32	52	0.56	
2011-06-27	09:31:54.532172	1	32	53	0.56	
2011-06-27	09:31:54.753481	1	32	54	0.56	
2011-06-27	09:31:54.97479	1	32	55	0.56	
2011-06-27	09:31:55.196099	1	32	56	0.56	
2011-06-27	09:31:55.417408	1	32	57	0.56	
2011-06-27	09:31:55.638717	1	32	58	0.56	
2011-06-27	09:31:55.860026	1	32	59	0.56	
2011-06-27	09:31:56.081335	1	32	60	0.56	
2011-06-27	09:31:56.302644	1	32	61	0.56	
2011-06-27	09:31:56.523953	1	32	62	2.97	
2011-06-27	09:31:56.566066	1	32	61	2.97	
2011-06-27	09:31:56.60818	1	32	60	2.97	
2011-06-27	09:31:56.650293	1	32	59	2.97	
2011-06-27	09:31:56.692407	1	32	58	2.97	
2011-06-27	09:31:56.73452	1	32	57	2.97	
